European_code,Name,Category,Address,City,Region,Country,Lat,Lon
IT0001117976504,'BANCA CENTRO EMILIA - CREDITO COOPERATIVO' SOCIETA' COOPERATIVA,Entidad de crédito,"VIA STATALE, 39",CENTO,Emilia-Romagna,IT,44.7275471,11.2905632
IT0000105626685,"'BANCA DI CREDITO POPOLARE', SOCIETA' COOPERATIVA PER AZIONI",Entidad de crédito,"CORSO V. EMANUELE, 92/100",TORRE DEL GRECO,Campania,IT,40.7864447,14.3658584
IT0001627501111,AAREAL BANK AG,Entidad de crédito,"VIA SAVERIO MERCADANTE, 12/14",ROMA,Lazio,IT,41.892984,12.4835363
IT0002367758548,ALLFUNDS BANK S.A.,Entidad de crédito,VIA BOCCHETTO 6,MILANO,Lombardia,IT,45.466647,9.1906475
IT0000639755447,ALLIANZ BANK FINANCIAL ADVISORS S.P.A.,Entidad de crédito,"PIAZZA TRE TORRI, 3",MILANO,Lombardia,IT,45.466647,9.1906475
IT0003512424662,ANIMA LIQUIDITA' EURO,Fondo del mercado monetario,CORSO GARIBALDI 99,MILANO,Lombardia,IT,45.466647,9.1906475
IT0005425460987,ANIMA TESORERIA,Fondo del mercado monetario,CORSO GARIBALDI 99,MILANO,Lombardia,IT,45.466647,9.1906475
IT0004916351812,ARAB BANKING CORPORATION SA,Entidad de crédito,VIA AMEDEI 8,MILANO,Lombardia,IT,45.466647,9.1906475
IT0003749450531,ATTIJARIWAFA BANK EUROPE SEDE SECONDARIA ITALIANA,Entidad de crédito,"VIA ANGELO POLIZIANO, 1",MILANO,Lombardia,IT,45.466647,9.1906475
IT0000100778167,B.C.C. DEL GARDA - BANCA DI CREDITO COOPERATIVO COLLI MORENICI DEL GARDA - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TRIESTE, 62",MONTICHIARI,Lombardia,IT,45.4117117,10.3942599
IT0000162756956,BANCA 360 CREDITO COOPERATIVO FVG  - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZALE DUCA D¿AOSTA, 12",PORDENONE,Friuli-Venezia Giulia,IT,45.9541959,12.6600751
IT0003267717892,BANCA ADRIA COLLI EUGANEI - CREDITO COOPERATIVO SOCIETA' COOPERATIVA,Entidad de crédito,"CORSO MAZZINI, 60",ADRIA,Veneto,IT,45.0548809,12.0573027
IT0000149981571,BANCA AGRICOLA POPOLARE DI SICILIA SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIALE EUROPA, 65",RAGUSA,Sicilia,IT,36.9249942,14.7306497
IT0000452546040,BANCA AIDEXA S.P.A.,Entidad de crédito,VIA CUSANI 10,MILANO,Lombardia,IT,45.466647,9.1906475
IT0000422149578,BANCA AKROS S.P.A.,Entidad de crédito,"VIALE EGINARDO, 29",MILANO,Lombardia,IT,45.466647,9.1906475
IT0000772835545,BANCA ALETTI S.P.A.,Entidad de crédito,CORSO MATTEOTTI 2A,MILANO,Lombardia,IT,45.466647,9.1906475
IT0000129818821,BANCA ALPI MARITTIME CREDITO COOPERATIVO CARRU' - SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIA STAZIONE, 10",CARRU',Piemonte,IT,44.4785513,7.8802367
IT0000115084542,BANCA ALTA TOSCANA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA IV NOVEMBRE, 108",QUARRATA,Toscana,IT,43.8471367,10.9785919
IT0003038145782,BANCA CAMBIANO 1884 S.P.A.,Entidad de crédito,VIALE ANTONIO GRAMSCI 34,FIRENZE,Toscana,IT,43.7692262,11.2566059
IT0000849901673,BANCA CASSA DI RISPARMIO DI SAVIGLIANO S.P.A.,Entidad de crédito,"PIAZZA DEL POPOLO, 15",SAVIGLIANO,Piemonte,IT,44.6479622,7.6574521
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.7935304,16.4483817
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.013624,16.7697741
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0172448,16.7846736
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.8806772,16.4880199
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0186216,16.742797
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9967844,16.5784077
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0134893,16.6269478
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0271555,16.8359383
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.7499084,16.4536816
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9850144,16.5818345
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0408363,16.7567518
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9841504,16.6253579
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9058344,16.7440541
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9551194,16.6401212
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,39.0186917,16.5691242
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9462213,16.6804078
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.7758332,16.4601873
IT0001149857572,BANCA CENTRO CALABRIA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA FLAMINIA, 1",CROPANI,Calabria,IT,38.9992449,16.6603057
IT0000104747993,BANCA CENTRO LAZIO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIALE DELLA VITTORIA, 21",PALESTRINA,Lazio,IT,41.8394082,12.8889861
IT0004508298418,BANCA CENTRO-CREDITO COOPERATIVO TOSCANA-UMBRIA SOC.COOPERATIVA,Entidad de crédito,"VIA DEL CROCINO, 2",SOVICILLE,Toscana,IT,43.2802561,11.2280741
IT0001203616964,BANCA CENTROPADANA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"CORSO ROMA, 100",LODI,Lombardia,IT,45.3144787,9.5028118
IT0003702705552,BANCA CESARE PONTI S.P.A.,Entidad de crédito,"PIAZZA DEL DUOMO, 19",MILANO,Lombardia,IT,45.466647,9.1906475
IT0000104748984,BANCA CF+ CREDITO FONDIARIO S.P.A.,Entidad de crédito,CORSO EUROPA 15,MILANO,Lombardia,IT,45.466647,9.1906475
IT0001079603126,BANCA CREDIFARMA S.P.A.,Entidad de crédito,VIA MARIO BIANCHINI 13,ROMA,Lazio,IT,41.892984,12.4835363
IT0000918181954,BANCA CREDITO ATTIVO S.P.A.,Entidad de crédito,"VIA VENTI SETTEMBRE, 30",ROMA,Lazio,IT,41.892984,12.4835363
IT0001551537451,BANCA CREMASCA E MANTOVANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA GARIBALDI, 29",CREMA,Lombardia,IT,45.3633237,9.6863792
IT0000125236019,BANCA D' ITALIA,Banco central,"VIA NAZIONALE, 91",ROMA,Lazio,IT,41.892984,12.4835363
IT0000441161504,BANCA DEI SIBILLINI-CREDITO COOPERATIVO DI CASAVECCHIA-SOCIETA' COOPERATIVA,Entidad de crédito,"VIA DANTE ALIGHIERI, 2",PIEVE TORINA,Marche,IT,42.9934238,13.0013368
IT0000441161504,BANCA DEI SIBILLINI-CREDITO COOPERATIVO DI CASAVECCHIA-SOCIETA' COOPERATIVA,Entidad de crédito,"VIA DANTE ALIGHIERI, 2",PIEVE TORINA,Marche,IT,43.0443121,13.0503575
IT0002733876882,BANCA DEL FUCINO S.P.A.,Entidad de crédito,"VIA TOMACELLI, 107",ROMA,Lazio,IT,41.892984,12.4835363
IT0000442867716,BANCA DEL PICENO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MARZIALE, 36",ACQUAVIVA PICENA,Marche,IT,42.9446387,13.812761
IT0000100240817,BANCA DEL PIEMONTE S.P.A.,Entidad de crédito,"VIA CERNAIA, 7",TORINO,Piemonte,IT,45.0732891,7.6806958
IT0000100778249,BANCA DEL TERRITORIO LOMBARDO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA SOSTEGNO, 58",BRESCIA,Lombardia,IT,45.5399355,10.219113
IT0000104003078,BANCA DEL VALDARNO - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA DELLA LIBERTA', 26",SAN GIOVANNI VALDARNO,Toscana,IT,43.5665195,11.5300459
IT0001419230038,BANCA DELL'ALTA MURGIA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA ZANARDELLI, 16",ALTAMURA,Puglia,IT,40.8284111,16.5523558
IT0001227035648,BANCA DELL'ELBA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"CALATA ITALIA, 26",PORTOFERRAIO,Toscana,IT,42.8151229,10.3309242
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.7874776,12.3617875
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.9056283,12.1263592
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.7870493,11.8673381
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,46.0075533,12.3391381
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.930078,12.3980924
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.8411343,12.3516332
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.8072598,11.9722633
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.8305713,11.9213811
IT0001674056957,BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA G. GARIBALDI, 46",ORSAGO,Veneto,IT,45.8674075,12.1070329
